Probe 1,Probe 2,Passed?,Should?,Hamming
`136/1,'190/1,1,0,0.491
`136/1,'190/2,1,0,0.495
`136/1,'190/3,1,0,0.4805
`136/1,'192/1,1,0,0.495
`136/1,'192/2,1,0,0.4795
`136/1,'192/3,1,0,0.484
`136/1,'192/4,1,0,0.48
`136/1,'192/5,1,0,0.4835
`136/1,'194/2,1,0,0.4815
`136/1,'194/3,1,0,0.487
`136/1,'194/4,1,0,0.5005
`136/1,'194/5,1,0,0.504
`136/1,'195/1,1,0,0.49
`136/1,'195/3,1,0,0.4685
`136/1,'195/4,1,0,0.4865
`136/1,'195/5,1,0,0.4785
`136/1,'196/1,1,0,0.4825
`136/1,'196/2,1,0,0.4715
`136/1,'196/3,1,0,0.4855
`136/1,'196/4,1,0,0.4715
`136/1,'199/1,1,0,0.4645
`136/1,'199/2,1,0,0.4835
`136/1,'199/3,1,0,0.4605
`136/1,'199/4,1,0,0.4905
`136/1,'199/5,1,0,0.497
`136/1,'2/1,1,0,0.498
`136/1,'2/2,1,0,0.479
`136/1,'2/3,1,0,0.483
`136/1,'2/5,1,0,0.497
`136/1,'214/1,1,0,0.497
`136/1,'214/2,1,0,0.4795
`136/1,'214/4,1,0,0.4705
`136/1,'214/5,1,0,0.4795
`136/1,'220/1,1,0,0.479
`136/1,'220/2,1,0,0.4965
`136/1,'220/3,1,0,0.4815
`136/1,'220/4,1,0,0.4835
`136/1,'220/5,1,0,0.485
`136/1,'221/1,1,0,0.4815
`136/1,'221/2,1,0,0.4805
`136/1,'221/3,1,0,0.4725
`136/1,'221/4,1,0,0.478
`136/1,'221/5,1,0,0.497
`136/1,'222/1,1,0,0.4735
`136/1,'222/2,1,0,0.4915
`136/1,'222/3,1,0,0.4655
`136/1,'224/2,1,0,0.5155
`136/1,'224/4,1,0,0.4885
`136/1,'225/1,1,0,0.4755
`136/1,'225/2,1,0,0.4775
`136/1,'225/4,1,0,0.468
`136/1,'225/5,1,0,0.4745
`136/1,'227/1,1,0,0.4815
`136/1,'227/2,1,0,0.4845
`136/1,'227/3,1,0,0.507
`136/1,'227/4,1,0,0.483
`136/1,'237/1,1,0,0.51
`136/1,'237/2,1,0,0.4775
`136/1,'237/3,1,0,0.4855
`136/1,'237/4,1,0,0.4825
`136/1,'237/5,1,0,0.4675
`136/1,'25/1,1,0,0.48
`136/1,'25/2,1,0,0.4775
`136/1,'25/3,1,0,0.4865
`136/1,'27/1,1,0,0.491
`136/1,'27/2,1,0,0.4905
`136/1,'27/3,1,0,0.472
`136/1,'27/4,1,0,0.4675
`136/1,'27/5,1,0,0.4855
`136/1,'29/1,1,0,0.48
`136/1,'29/2,1,0,0.492
`136/1,'29/3,1,0,0.475
`136/1,'29/4,1,0,0.494
`136/1,'35/1,1,0,0.491
`136/1,'35/2,1,0,0.4875
`136/1,'35/3,1,0,0.492
`136/1,'37/3,1,0,0.4905
`136/1,'37/4,1,0,0.4845
`136/1,'38/1,1,0,0.471
`136/1,'38/2,1,0,0.47
`136/1,'38/3,1,0,0.473
`136/1,'38/4,1,0,0.473
`136/1,'38/5,1,0,0.505
`136/1,'40/1,1,0,0.488
`136/1,'40/2,1,0,0.495
`136/1,'41/1,1,0,0.48
`136/1,'41/3,1,0,0.4805
`136/1,'41/4,1,0,0.4805
`136/1,'41/5,1,0,0.488
`136/1,'42/1,1,0,0.496
`136/1,'42/3,1,0,0.49
`136/1,'42/4,1,0,0.5125
`136/1,'42/5,1,0,0.472
`136/1,'44/1,1,0,0.4855
`136/1,'44/2,1,0,0.4905
`136/1,'44/3,1,0,0.4815
`136/1,'44/4,1,0,0.493
`136/1,'44/5,1,0,0.486
`136/1,'45/3,1,0,0.4635
`136/1,'45/4,1,0,0.484
`136/1,'45/5,1,0,0.476
`136/1,'46/2,1,0,0.503
`136/1,'46/3,1,0,0.48
`136/1,'46/4,1,0,0.5
`136/1,'46/5,1,0,0.4855
`136/1,'47/2,1,0,0.469
`136/1,'47/3,1,0,0.4945
`136/1,'47/4,1,0,0.494
`136/1,'47/5,1,0,0.4785
`136/1,'49/3,1,0,0.4615
`136/1,'49/4,1,0,0.4925
`136/1,'49/5,1,0,0.472
`136/1,'51/1,1,0,0.498
`136/1,'51/2,1,0,0.4865
`136/1,'51/3,1,0,0.468
`136/1,'51/4,1,0,0.482
`136/1,'51/5,1,0,0.4715
`136/1,'54/1,1,0,0.474
`136/1,'54/5,1,0,0.492
`136/1,'55/1,1,0,0.488
`136/1,'55/2,1,0,0.494
`136/1,'55/3,1,0,0.4755
`136/1,'55/4,1,0,0.4845
`136/1,'55/5,1,0,0.5005
`136/1,'56/1,1,0,0.477
`136/1,'56/2,1,0,0.4775
`136/1,'56/4,1,0,0.4875
`136/1,'58/1,1,0,0.4865
`136/1,'58/2,1,0,0.4985
`136/1,'58/3,1,0,0.496
`136/1,'58/5,1,0,0.489
`136/1,'59/1,1,0,0.4725
`136/1,'59/2,1,0,0.4795
`136/1,'59/3,1,0,0.482
`136/1,'59/4,1,0,0.488
`136/1,'59/5,1,0,0.4735
`136/1,'6/1,1,0,0.47
`136/1,'6/3,1,0,0.473
`136/1,'6/4,1,0,0.49
`136/1,'61/1,1,0,0.4685
`136/1,'61/2,1,0,0.4735
`136/1,'61/3,1,0,0.4805
`136/1,'69/1,1,0,0.477
`136/1,'69/2,1,0,0.4875
`136/1,'7/2,1,0,0.488
`136/1,'7/3,1,0,0.477
`136/1,'70/1,1,0,0.469
`136/1,'70/2,1,0,0.4805
`136/1,'72/1,1,0,0.464
`136/1,'72/2,1,0,0.459
`136/1,'72/3,1,0,0.4725
`136/1,'72/4,1,0,0.491
`136/1,'72/5,1,0,0.493
`136/1,'74/1,1,0,0.4875
`136/1,'74/2,1,0,0.484
`136/1,'74/3,1,0,0.475
`136/1,'74/4,1,0,0.4985
`136/1,'74/5,1,0,0.4915
`136/1,'76/1,1,0,0.479
`136/1,'76/2,1,0,0.467
`136/1,'76/3,1,0,0.4715
`136/1,'76/5,1,0,0.482
`136/1,'78/4,1,0,0.492
`136/1,'78/5,1,0,0.4855
`136/1,'8/1,1,0,0.501
`136/1,'8/2,1,0,0.4975
`136/1,'8/3,1,0,0.4955
`136/1,'8/4,1,0,0.486
`136/1,'8/5,1,0,0.484
`136/1,'81/1,1,0,0.4855
`136/1,'81/2,1,0,0.463
`136/1,'81/4,1,0,0.47
`136/1,'81/5,1,0,0.472
`136/1,'83/1,1,0,0.477
`136/1,'83/2,1,0,0.499
`136/1,'83/3,1,0,0.502
`136/1,'83/4,1,0,0.495
`136/1,'83/5,1,0,0.5065
`136/1,'84/1,1,0,0.483
`136/1,'84/2,1,0,0.475
`136/1,'84/3,1,0,0.4865
`136/1,'84/5,1,0,0.4635
`136/1,'85/1,1,0,0.4755
`136/1,'85/2,1,0,0.489
`136/1,'85/3,1,0,0.484
`136/1,'85/4,1,0,0.481
`136/1,'85/5,1,0,0.4815
`136/1,'88/1,1,0,0.484
`136/1,'88/2,1,0,0.4795
`136/1,'88/3,1,0,0.488
`136/1,'88/4,1,0,0.4815
`136/1,'88/5,1,0,0.4835
`136/1,'89/1,1,0,0.489
`136/1,'89/2,1,0,0.4835
`136/1,'89/3,1,0,0.4785
`136/1,'89/4,1,0,0.4755
`136/1,'89/5,1,0,0.4655
`136/1,'91/2,1,0,0.4735
`136/1,'91/3,1,0,0.4825
`136/1,'91/4,1,0,0.492
`136/1,'94/1,1,0,0.4595
`136/1,'94/2,1,0,0.4775
`136/1,'94/3,1,0,0.489
`136/1,'94/4,1,0,0.4785
`136/1,'94/5,1,0,0.493
`136/1,'96/1,1,0,0.493
`136/1,'96/2,1,0,0.4885
`136/1,'96/3,1,0,0.488
`136/1,'99/1,1,0,0.4785
`136/1,'99/2,1,0,0.4975
`136/1,'99/3,1,0,0.4885
`136/1,'99/4,1,0,0.4895
`136/1,'99/5,1,0,0.4765
`14/1,'1/1,1,0,0.465
`14/1,'1/2,1,0,0.471
`14/1,'1/3,1,0,0.4655
`14/1,'1/4,1,0,0.471
`14/1,'1/5,1,0,0.473
`14/1,'10/1,1,0,0.4725
`14/1,'10/2,1,0,0.4755
`14/1,'10/3,1,0,0.485
`14/1,'10/4,1,0,0.472
`14/1,'10/5,1,0,0.4695
`14/1,'100/1,1,0,0.4785
`14/1,'100/2,1,0,0.4875
`14/1,'100/3,1,0,0.489
`14/1,'100/4,1,0,0.4825
`14/1,'100/5,1,0,0.4775
`14/1,'101/1,1,0,0.4855
`14/1,'101/2,1,0,0.489
`14/1,'101/3,1,0,0.473
`14/1,'101/5,1,0,0.474
`14/1,'102/1,1,0,0.4805
`14/1,'102/3,1,0,0.478
`14/1,'102/4,1,0,0.49
`14/1,'104/1,1,0,0.4805
`14/1,'104/2,1,0,0.4945
`14/1,'104/5,1,0,0.49
`14/1,'105/1,1,0,0.4815
`14/1,'105/2,1,0,0.5015
`14/1,'105/3,1,0,0.489
`14/1,'105/4,1,0,0.4855
`14/1,'105/5,1,0,0.498
`14/1,'106/1,1,0,0.4845
`14/1,'106/2,1,0,0.5055
`14/1,'106/3,1,0,0.4825
`14/1,'106/4,1,0,0.498
`14/1,'106/5,1,0,0.478
`14/1,'11/1,1,0,0.4735
`14/1,'11/2,1,0,0.4845
`14/1,'11/3,1,0,0.495
`14/1,'11/5,1,0,0.4855
`14/1,'113/1,1,0,0.489
`14/1,'113/2,1,0,0.51
`14/1,'113/3,1,0,0.4825
`14/1,'113/4,1,0,0.4785
`14/1,'113/5,1,0,0.5005
`14/1,'12/1,1,0,0.484
`14/1,'12/2,1,0,0.481
`14/1,'12/3,1,0,0.4845
`14/1,'12/4,1,0,0.472
`14/1,'12/5,1,0,0.481
`14/1,'124/1,1,0,0.5085
`14/1,'124/2,1,0,0.4765
`14/1,'124/3,1,0,0.497
`14/1,'124/4,1,0,0.4865
`14/1,'124/5,1,0,0.484
`14/1,'125/1,1,0,0.4955
`14/1,'125/2,1,0,0.5015
`14/1,'125/4,1,0,0.4815
`14/1,'125/5,1,0,0.503
`14/1,'126/2,1,0,0.4895
`14/1,'126/3,1,0,0.4825
`14/1,'126/4,1,0,0.4935
`14/1,'13/1,1,0,0.469
`14/1,'13/2,1,0,0.4685
`14/1,'13/4,1,0,0.4655
`14/1,'130/1,1,0,0.502
`14/1,'130/2,1,0,0.4705
`14/1,'130/3,1,0,0.4895
`14/1,'130/4,1,0,0.499
`14/1,'130/5,1,0,0.4915
`14/1,'131/1,1,0,0.503
`14/1,'131/2,1,0,0.498
`14/1,'131/3,1,0,0.493
`14/1,'131/4,1,0,0.5025
`14/1,'131/5,1,0,0.482
`14/1,'135/1,1,0,0.471
`14/1,'135/2,1,0,0.4695
`14/1,'135/3,1,0,0.475
`14/1,'135/4,1,0,0.4685
`14/1,'135/5,1,0,0.464
`14/1,'136/1,1,0,0.4795
`14/1,'136/2,1,0,0.485
`14/1,'136/3,1,0,0.469
`14/1,'136/4,1,0,0.4885
`14/1,'136/5,1,0,0.474
`14/1,'14/2,1,1,0.339
`14/1,'14/3,1,1,0.3525
`14/1,'14/4,1,1,0.3445
`14/1,'14/5,1,1,0.351
`14/1,'140/1,1,0,0.4845
`14/1,'140/3,1,0,0.476
`14/1,'140/4,1,0,0.476
`14/1,'141/1,1,0,0.475
`14/1,'141/2,1,0,0.506
`14/1,'141/3,1,0,0.4765
`14/1,'141/4,1,0,0.4785
`14/1,'141/5,1,0,0.4835
`14/1,'142/1,1,0,0.4645
`14/1,'142/2,1,0,0.456
`14/1,'142/3,1,0,0.473
`14/1,'142/4,1,0,0.4695
`14/1,'142/5,1,0,0.465
`14/1,'143/1,1,0,0.4935
`14/1,'143/2,1,0,0.49
`14/1,'143/3,1,0,0.491
`14/1,'143/4,1,0,0.478
`14/1,'143/5,1,0,0.4855
`14/1,'147/1,1,0,0.481
`14/1,'147/2,1,0,0.487
`14/1,'147/3,1,0,0.472
`14/1,'147/4,1,0,0.471
`14/1,'147/5,1,0,0.49
`14/1,'148/2,1,0,0.486
`14/1,'148/3,1,0,0.486
`14/1,'148/4,1,0,0.485
`14/1,'148/5,1,0,0.49
`14/1,'15/1,1,0,0.477
`14/1,'15/2,1,0,0.4835
`14/1,'15/3,1,0,0.486
`14/1,'15/4,1,0,0.482
`14/1,'15/5,1,0,0.485
`14/1,'151/1,1,0,0.4695
`14/1,'151/2,1,0,0.49
`14/1,'151/3,1,0,0.481
`14/1,'151/4,1,0,0.4905
`14/1,'151/5,1,0,0.4725
`14/1,'152/1,1,0,0.5105
`14/1,'152/2,1,0,0.4815
`14/1,'152/3,1,0,0.494
`14/1,'152/4,1,0,0.4835
`14/1,'152/5,1,0,0.477
`14/1,'153/2,1,0,0.4965
`14/1,'153/3,1,0,0.502
`14/1,'155/1,1,0,0.483
`14/1,'155/2,1,0,0.5065
`14/1,'155/3,1,0,0.4895
`14/1,'155/4,1,0,0.4985
`14/1,'158/1,1,0,0.4835
`14/1,'158/2,1,0,0.489
`14/1,'158/3,1,0,0.482
`14/1,'158/4,1,0,0.485
`14/1,'158/5,1,0,0.5045
`14/1,'16/1,1,0,0.487
`14/1,'16/2,1,0,0.4725
`14/1,'16/3,1,0,0.4745
`14/1,'16/4,1,0,0.501
`14/1,'16/5,1,0,0.497
`14/1,'161/1,1,0,0.478
`14/1,'161/2,1,0,0.4985
`14/1,'161/3,1,0,0.468
`14/1,'161/4,1,0,0.4935
`14/1,'161/5,1,0,0.4915
`14/1,'162/1,1,0,0.482
`14/1,'162/3,1,0,0.4875
`14/1,'162/5,1,0,0.4805
`14/1,'165/1,1,0,0.496
`14/1,'165/2,1,0,0.51
`14/1,'165/3,1,0,0.4645
`14/1,'165/4,1,0,0.4865
`14/1,'165/5,1,0,0.4905
`14/1,'166/2,1,0,0.492
`14/1,'166/4,1,0,0.4925
`14/1,'166/5,1,0,0.491
`14/1,'167/1,1,0,0.4775
`14/1,'167/2,1,0,0.4775
`14/1,'167/3,1,0,0.496
`14/1,'167/4,1,0,0.4945
`14/1,'167/5,1,0,0.508
`14/1,'168/1,1,0,0.465
`14/1,'168/3,1,0,0.4825
`14/1,'168/5,1,0,0.485
`14/1,'169/1,1,0,0.477
`14/1,'169/2,1,0,0.4645
`14/1,'169/3,1,0,0.464
`14/1,'169/4,1,0,0.4765
`14/1,'169/5,1,0,0.4695
`14/1,'170/1,1,0,0.48
`14/1,'170/2,1,0,0.481
`14/1,'170/3,1,0,0.482
`14/1,'171/1,1,0,0.493
`14/1,'171/5,1,0,0.48
`14/1,'175/1,1,0,0.4905
`14/1,'175/2,1,0,0.4835
`14/1,'175/3,1,0,0.5075
`14/1,'175/4,1,0,0.4905
`14/1,'175/5,1,0,0.483
`14/1,'177/1,1,0,0.5085
`14/1,'177/2,1,0,0.5
`14/1,'177/3,1,0,0.4865
`14/1,'177/4,1,0,0.5055
`14/1,'177/5,1,0,0.4895
`14/1,'178/1,1,0,0.492
`14/1,'178/3,1,0,0.489
`14/1,'180/2,1,0,0.4925
`14/1,'180/3,1,0,0.4905
`14/1,'180/4,1,0,0.478
`14/1,'180/5,1,0,0.4885
`14/1,'181/1,1,0,0.481
`14/1,'181/2,1,0,0.485
`14/1,'181/3,1,0,0.487
`14/1,'181/4,1,0,0.5015
`14/1,'181/5,1,0,0.486
`14/1,'182/1,1,0,0.482
`14/1,'182/2,1,0,0.4825
`14/1,'182/3,1,0,0.467
`14/1,'182/4,1,0,0.482
`14/1,'182/5,1,0,0.4745
`14/1,'183/1,1,0,0.4795
`14/1,'183/2,1,0,0.4785
`14/1,'183/3,1,0,0.4925
`14/1,'183/4,1,0,0.4825
`14/1,'183/5,1,0,0.479
`14/1,'186/1,1,0,0.479
`14/1,'186/2,1,0,0.4605
`14/1,'186/4,1,0,0.4785
`14/1,'186/5,1,0,0.4765
`14/1,'19/1,1,0,0.4935
`14/1,'19/2,1,0,0.4775
`14/1,'19/3,1,0,0.504
`14/1,'19/4,1,0,0.4865
`14/1,'19/5,1,0,0.483
`14/1,'190/1,1,0,0.4815
`14/1,'190/2,1,0,0.4925
`14/1,'190/3,1,0,0.498
`14/1,'192/1,1,0,0.4935
`14/1,'192/2,1,0,0.498
`14/1,'192/3,1,0,0.4725
`14/1,'192/4,1,0,0.4965
`14/1,'192/5,1,0,0.498
`14/1,'194/2,1,0,0.499
`14/1,'194/3,1,0,0.5015
`14/1,'194/4,1,0,0.492
`14/1,'194/5,1,0,0.4885
`14/1,'195/1,1,0,0.4795
`14/1,'195/3,1,0,0.495
`14/1,'195/4,1,0,0.475
`14/1,'195/5,1,0,0.495
`14/1,'196/1,1,0,0.493
`14/1,'196/2,1,0,0.485
`14/1,'196/3,1,0,0.488
`14/1,'196/4,1,0,0.485
`14/1,'199/1,1,0,0.48
`14/1,'199/2,1,0,0.493
`14/1,'199/3,1,0,0.49
`14/1,'199/4,1,0,0.479
`14/1,'199/5,1,0,0.4935
`14/1,'2/1,1,0,0.4795
`14/1,'2/2,1,0,0.4855
`14/1,'2/3,1,0,0.4965
`14/1,'2/5,1,0,0.4975
`14/1,'214/1,1,0,0.4875
`14/1,'214/2,1,0,0.476
`14/1,'214/4,1,0,0.49
`14/1,'214/5,1,0,0.488
`14/1,'220/1,1,0,0.5035
`14/1,'220/2,1,0,0.458
`14/1,'220/3,1,0,0.484
`14/1,'220/4,1,0,0.488
`14/1,'220/5,1,0,0.4725
`14/1,'221/1,1,0,0.474
`14/1,'221/2,1,0,0.487
`14/1,'221/3,1,0,0.477
`14/1,'221/4,1,0,0.4665
`14/1,'221/5,1,0,0.4875
`14/1,'222/1,1,0,0.482
`14/1,'222/2,1,0,0.488
`14/1,'222/3,1,0,0.486
`14/1,'224/2,1,0,0.482
`14/1,'224/4,1,0,0.496
`14/1,'225/1,1,0,0.494
`14/1,'225/2,1,0,0.506
`14/1,'225/4,1,0,0.4865
`14/1,'225/5,1,0,0.496
`14/1,'227/1,1,0,0.475
`14/1,'227/2,1,0,0.494
`14/1,'227/3,1,0,0.4875
`14/1,'227/4,1,0,0.4845
`14/1,'237/1,1,0,0.4835
`14/1,'237/2,1,0,0.49
`14/1,'237/3,1,0,0.474
`14/1,'237/4,1,0,0.49
`14/1,'237/5,1,0,0.476
`14/1,'25/1,1,0,0.4895
`14/1,'25/2,1,0,0.49
`14/1,'25/3,1,0,0.505
`14/1,'27/1,1,0,0.4855
`14/1,'27/2,1,0,0.47
`14/1,'27/3,1,0,0.4675
`14/1,'27/4,1,0,0.488
`14/1,'27/5,1,0,0.492
`14/1,'29/1,1,0,0.4855
`14/1,'29/2,1,0,0.5085
`14/1,'29/3,1,0,0.4835
`14/1,'29/4,1,0,0.4945
`14/1,'35/1,1,0,0.4915
`14/1,'35/2,1,0,0.5
`14/1,'35/3,1,0,0.4795
`14/1,'37/3,1,0,0.473
`14/1,'37/4,1,0,0.495
`14/1,'38/1,1,0,0.4875
`14/1,'38/2,1,0,0.4735
`14/1,'38/3,1,0,0.4745
`14/1,'38/4,1,0,0.4785
`14/1,'38/5,1,0,0.4865
`14/1,'40/1,1,0,0.4665
`14/1,'40/2,1,0,0.4905
`14/1,'41/1,1,0,0.4835
`14/1,'41/3,1,0,0.479
`14/1,'41/4,1,0,0.48
`14/1,'41/5,1,0,0.4825
`14/1,'42/1,1,0,0.4825
`14/1,'42/3,1,0,0.4785
`14/1,'42/4,1,0,0.489
`14/1,'42/5,1,0,0.4805
`14/1,'44/1,1,0,0.469
`14/1,'44/2,1,0,0.497
`14/1,'44/3,1,0,0.484
`14/1,'44/4,1,0,0.4655
`14/1,'44/5,1,0,0.4655
`14/1,'45/3,1,0,0.484
`14/1,'45/4,1,0,0.4685
`14/1,'45/5,1,0,0.4855
`14/1,'46/2,1,0,0.4985
`14/1,'46/3,1,0,0.4875
`14/1,'46/4,1,0,0.4815
`14/1,'46/5,1,0,0.493
`14/1,'47/2,1,0,0.4675
`14/1,'47/3,1,0,0.481
`14/1,'47/4,1,0,0.4795
`14/1,'47/5,1,0,0.496
`14/1,'49/3,1,0,0.475
`14/1,'49/4,1,0,0.467
`14/1,'49/5,1,0,0.4875
`14/1,'51/1,1,0,0.4935
`14/1,'51/2,1,0,0.484
`14/1,'51/3,1,0,0.4765
`14/1,'51/4,1,0,0.5055
`14/1,'51/5,1,0,0.474
`14/1,'54/1,1,0,0.4865
`14/1,'54/5,1,0,0.4825
`14/1,'55/1,1,0,0.4625
`14/1,'55/2,1,0,0.4735
`14/1,'55/3,1,0,0.486
`14/1,'55/4,1,0,0.467
`14/1,'55/5,1,0,0.472
`14/1,'56/1,1,0,0.4825
`14/1,'56/2,1,0,0.499
`14/1,'56/4,1,0,0.484
`14/1,'58/1,1,0,0.485
`14/1,'58/2,1,0,0.459
`14/1,'58/3,1,0,0.4705
`14/1,'58/5,1,0,0.4905
`14/1,'59/1,1,0,0.495
`14/1,'59/2,1,0,0.485
`14/1,'59/3,1,0,0.5045
`14/1,'59/4,1,0,0.5125
`14/1,'59/5,1,0,0.489
`14/1,'6/1,1,0,0.4845
`14/1,'6/3,1,0,0.4805
`14/1,'6/4,1,0,0.4845
`14/1,'61/1,1,0,0.491
`14/1,'61/2,1,0,0.465
`14/1,'61/3,1,0,0.485
`14/1,'69/1,1,0,0.4795
`14/1,'69/2,1,0,0.463
`14/1,'7/2,1,0,0.5005
`14/1,'7/3,1,0,0.4915
`14/1,'70/1,1,0,0.4785
`14/1,'70/2,1,0,0.502
`14/1,'72/1,1,0,0.4795
`14/1,'72/2,1,0,0.4795
`14/1,'72/3,1,0,0.469
`14/1,'72/4,1,0,0.4795
`14/1,'72/5,1,0,0.4765
`14/1,'74/1,1,0,0.493
`14/1,'74/2,1,0,0.4945
`14/1,'74/3,1,0,0.4835
`14/1,'74/4,1,0,0.493
`14/1,'74/5,1,0,0.512
`14/1,'76/1,1,0,0.4875
`14/1,'76/2,1,0,0.4795
`14/1,'76/3,1,0,0.498
`14/1,'76/5,1,0,0.5005
`14/1,'78/4,1,0,0.4835
`14/1,'78/5,1,0,0.489
`14/1,'8/1,1,0,0.4755
`14/1,'8/2,1,0,0.478
`14/1,'8/3,1,0,0.484
`14/1,'8/4,1,0,0.4635
`14/1,'8/5,1,0,0.4775
`14/1,'81/1,1,0,0.488
`14/1,'81/2,1,0,0.4765
`14/1,'81/4,1,0,0.4785
`14/1,'81/5,1,0,0.4845
`14/1,'83/1,1,0,0.4985
`14/1,'83/2,1,0,0.4815
`14/1,'83/3,1,0,0.4975
`14/1,'83/4,1,0,0.4895
`14/1,'83/5,1,0,0.487
`14/1,'84/1,1,0,0.4885
`14/1,'84/2,1,0,0.5005
`14/1,'84/3,1,0,0.489
`14/1,'84/5,1,0,0.473
`14/1,'85/1,1,0,0.481
`14/1,'85/2,1,0,0.4795
`14/1,'85/3,1,0,0.4705
`14/1,'85/4,1,0,0.4835
`14/1,'85/5,1,0,0.483
`14/1,'88/1,1,0,0.4935
`14/1,'88/2,1,0,0.479
`14/1,'88/3,1,0,0.4945
`14/1,'88/4,1,0,0.461
`14/1,'88/5,1,0,0.49
`14/1,'89/1,1,0,0.4835
`14/1,'89/2,1,0,0.488
`14/1,'89/3,1,0,0.469
`14/1,'89/4,1,0,0.482
`14/1,'89/5,1,0,0.482
`14/1,'91/2,1,0,0.464
`14/1,'91/3,1,0,0.495
`14/1,'91/4,1,0,0.4605
`14/1,'94/1,1,0,0.482
`14/1,'94/2,1,0,0.486
`14/1,'94/3,1,0,0.5035
`14/1,'94/4,1,0,0.48
`14/1,'94/5,1,0,0.4995
`14/1,'96/1,1,0,0.4755
`14/1,'96/2,1,0,0.481
`14/1,'96/3,1,0,0.4695
`14/1,'99/1,1,0,0.501
`14/1,'99/2,1,0,0.5
`14/1,'99/3,1,0,0.498
`14/1,'99/4,1,0,0.497
`14/1,'99/5,1,0,0.494
`140/1,'1/1,1,0,0.4665
`140/1,'1/2,1,0,0.4855
`140/1,'1/3,1,0,0.477
`140/1,'1/4,1,0,0.4825
`140/1,'1/5,1,0,0.4795
`140/1,'10/1,1,0,0.473
`140/1,'10/2,1,0,0.474
`140/1,'10/3,1,0,0.4645
`140/1,'10/4,1,0,0.4685
`140/1,'10/5,1,0,0.471
`140/1,'100/1,1,0,0.495
`140/1,'100/2,1,0,0.492
`140/1,'100/3,1,0,0.4995
`140/1,'100/4,1,0,0.494
`140/1,'100/5,1,0,0.491
`140/1,'101/1,1,0,0.479
`140/1,'101/2,1,0,0.4835
`140/1,'101/3,1,0,0.4755
`140/1,'101/5,1,0,0.4665
`140/1,'102/1,1,0,0.485
`140/1,'102/3,1,0,0.5065
`140/1,'102/4,1,0,0.5045
`140/1,'104/1,1,0,0.48
`140/1,'104/2,1,0,0.478
`140/1,'104/5,1,0,0.4825
`140/1,'105/1,1,0,0.482
`140/1,'105/2,1,0,0.485
`140/1,'105/3,1,0,0.4715
`140/1,'105/4,1,0,0.477
`140/1,'105/5,1,0,0.4715
`140/1,'106/1,1,0,0.485
`140/1,'106/2,1,0,0.48
`140/1,'106/3,1,0,0.482
`140/1,'106/4,1,0,0.4825
`140/1,'106/5,1,0,0.4845
`140/1,'11/1,1,0,0.474
`140/1,'11/2,1,0,0.479
`140/1,'11/3,1,0,0.4645
`140/1,'11/5,1,0,0.483
`140/1,'113/1,1,0,0.4945
`140/1,'113/2,1,0,0.4845
`140/1,'113/3,1,0,0.467
`140/1,'113/4,1,0,0.47
`140/1,'113/5,1,0,0.481
`140/1,'12/1,1,0,0.4895
`140/1,'12/2,1,0,0.4985
`140/1,'12/3,1,0,0.493
`140/1,'12/4,1,0,0.4955
`140/1,'12/5,1,0,0.4945
`140/1,'124/1,1,0,0.484
`140/1,'124/2,1,0,0.482
`140/1,'124/3,1,0,0.5005
`140/1,'124/4,1,0,0.496
`140/1,'124/5,1,0,0.4925
`140/1,'125/1,1,0,0.491
`140/1,'125/2,1,0,0.484
`140/1,'125/4,1,0,0.484
`140/1,'125/5,1,0,0.4825
`140/1,'126/2,1,0,0.48
`140/1,'126/3,1,0,0.471
`140/1,'126/4,1,0,0.48
`140/1,'13/1,1,0,0.4935
`140/1,'13/2,1,0,0.5
`140/1,'13/4,1,0,0.481
`140/1,'130/1,1,0,0.4725
`140/1,'130/2,1,0,0.461
`140/1,'130/3,1,0,0.488
`140/1,'130/4,1,0,0.4715
`140/1,'130/5,1,0,0.49
`140/1,'131/1,1,0,0.4985
`140/1,'131/2,1,0,0.4835
`140/1,'131/3,1,0,0.4855
`140/1,'131/4,1,0,0.478
`140/1,'131/5,1,0,0.4595
`140/1,'135/1,1,0,0.4835
`140/1,'135/2,1,0,0.479
`140/1,'135/3,1,0,0.4755
`140/1,'135/4,1,0,0.484
`140/1,'135/5,1,0,0.4935
`140/1,'136/1,1,0,0.503
`140/1,'136/2,1,0,0.4905
`140/1,'136/3,1,0,0.5015
`140/1,'136/4,1,0,0.481
`140/1,'136/5,1,0,0.4925
`140/1,'14/1,1,0,0.4845
`140/1,'14/2,1,0,0.4875
`140/1,'14/3,1,0,0.473
`140/1,'14/4,1,0,0.468
`140/1,'14/5,1,0,0.4815
`140/1,'140/3,1,1,0.3725
`140/1,'140/4,1,1,0.3725
`140/1,'141/1,1,0,0.4685
`140/1,'141/2,1,0,0.4775
`140/1,'141/3,1,0,0.484
`140/1,'141/4,1,0,0.494
`140/1,'141/5,1,0,0.482
`140/1,'142/1,1,0,0.473
`140/1,'142/2,1,0,0.4865
`140/1,'142/3,1,0,0.4885
`140/1,'142/4,1,0,0.481
`140/1,'142/5,1,0,0.4805
`140/1,'143/1,1,0,0.48
`140/1,'143/2,1,0,0.4655
`140/1,'143/3,1,0,0.4605
`140/1,'143/4,1,0,0.4645
`140/1,'143/5,1,0,0.484
`140/1,'147/1,1,0,0.4895
`140/1,'147/2,1,0,0.4795
`140/1,'147/3,1,0,0.4845
